,balance,housing,loan,duration,campaign,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Annual_Income,Gender
34972,991,yes,no,89,1,failure,0,446,34,services,divorced,secondary,3132673,M
34973,1016,yes,yes,74,2,failure,0,137,38,technician,married,secondary,712877,M
34974,177,yes,yes,150,1,unknown,0,311,28,admin.,single,secondary,2338524,M
34975,1517,no,yes,60,1,unknown,0,374,37,management,single,tertiary,3439872,M
34976,266,yes,no,540,1,unknown,1,334,29,admin.,single,secondary,2444765,F
34977,2640,yes,no,181,1,unknown,0,260,34,management,married,tertiary,4124706,M
34978,18,yes,yes,305,1,unknown,0,211,32,blue-collar,single,primary,1339041,M
34979,92,yes,no,139,1,other,0,412,32,technician,single,secondary,961120,M
34980,3383,yes,no,169,1,unknown,0,328,37,unemployed,married,secondary,4934415,M
34981,803,yes,yes,643,1,failure,0,458,29,technician,single,tertiary,959929,M
34982,225,yes,no,319,2,unknown,0,251,44,blue-collar,married,secondary,959636,F
34983,1491,yes,no,203,2,failure,0,122,42,blue-collar,divorced,secondary,2472165,M
34984,248,yes,yes,109,1,other,0,266,32,management,single,tertiary,958314,F
34985,1494,yes,no,311,1,success,0,145,35,management,single,tertiary,3545332,M
34986,1872,yes,no,175,1,failure,0,225,44,services,married,secondary,3463606,M
34987,339,yes,no,110,2,failure,0,113,34,entrepreneur,single,secondary,4627925,M
34988,37,yes,yes,207,1,failure,0,302,26,entrepreneur,married,tertiary,818157,M
34989,3383,yes,no,92,2,failure,0,380,38,management,married,tertiary,3013105,M
34990,678,yes,no,147,1,unknown,0,419,32,blue-collar,married,secondary,4541317,M
34991,1010,yes,no,643,1,failure,0,245,28,unemployed,single,tertiary,2995068,M
34992,571,yes,no,321,1,unknown,0,104,49,technician,single,secondary,388128,M
34993,83,yes,no,90,1,unknown,0,233,35,management,single,secondary,1226460,M
34994,222,yes,no,317,1,failure,0,180,36,management,married,tertiary,4759896,F
34995,305,yes,no,138,2,unknown,0,182,29,admin.,single,secondary,4197449,F
34996,191,yes,no,550,1,unknown,1,469,26,blue-collar,single,secondary,4283329,F
34997,79,yes,no,643,1,other,0,112,29,services,single,secondary,727284,M
34998,162,yes,no,184,1,unknown,0,203,54,blue-collar,married,primary,520530,F
34999,2597,yes,no,182,2,failure,0,449,48,services,married,secondary,3529957,F
35000,3345,yes,no,118,1,failure,0,475,32,technician,divorced,secondary,4908346,M
35001,0,yes,yes,79,2,failure,0,466,38,housemaid,divorced,primary,2176140,M
35002,295,yes,no,138,1,unknown,0,118,26,blue-collar,single,primary,957218,F
35003,3383,yes,no,482,2,unknown,0,495,49,services,single,secondary,1199766,M
35004,252,yes,yes,643,1,unknown,0,248,34,self-employed,married,primary,3295031,F
35005,230,yes,no,198,2,failure,0,411,52,blue-collar,married,primary,1392462,M
35006,609,yes,no,145,1,unknown,0,329,30,admin.,single,secondary,3528265,F
35007,458,yes,no,116,2,failure,0,405,50,admin.,married,primary,778076,M
35008,542,yes,no,116,2,unknown,0,179,33,blue-collar,married,primary,957011,M
35009,114,yes,no,500,1,unknown,0,193,29,blue-collar,single,secondary,4422735,M
35010,0,yes,no,445,2,failure,1,120,49,services,married,primary,1116384,F
35011,568,yes,no,311,2,failure,0,409,42,technician,single,secondary,3523503,F
35012,842,yes,no,141,2,unknown,0,320,34,entrepreneur,married,tertiary,1760546,M
35013,530,yes,yes,68,1,unknown,0,173,39,technician,divorced,secondary,3250494,F
35014,78,yes,no,346,1,unknown,0,434,36,technician,married,secondary,956133,F
35015,360,yes,no,131,2,failure,0,452,32,technician,married,secondary,954057,F
35016,503,yes,no,220,1,unknown,0,342,37,management,divorced,tertiary,2756350,F
35017,289,yes,no,309,1,failure,0,324,33,blue-collar,married,primary,1713943,M
35018,2303,yes,no,323,2,failure,0,131,47,self-employed,married,tertiary,3555884,F
35019,557,yes,no,91,2,unknown,0,183,32,technician,married,secondary,3406451,M
35020,1884,yes,no,82,2,failure,0,324,38,management,married,tertiary,952456,F
35021,3383,yes,no,316,2,failure,0,492,35,blue-collar,divorced,primary,3405493,F
35022,834,yes,no,283,3,unknown,0,350,23,student,single,secondary,2857635,M
35023,509,yes,no,133,1,unknown,0,235,37,management,single,tertiary,3443595,M
35024,190,yes,no,127,2,unknown,0,281,31,blue-collar,single,secondary,950282,M
35025,272,yes,no,251,4,failure,0,264,35,management,married,tertiary,2603328,F
35026,27,yes,no,643,1,unknown,1,314,29,admin.,single,secondary,2840275,M
35027,0,yes,no,84,2,failure,0,344,37,management,married,tertiary,3060793,F
35028,429,yes,no,320,1,unknown,0,489,34,admin.,married,secondary,949984,F
35029,483,yes,yes,222,2,failure,0,404,37,services,married,primary,948545,M
35030,524,yes,no,554,2,unknown,1,147,28,blue-collar,single,secondary,3585671,M
35031,130,yes,no,302,2,unknown,0,496,32,blue-collar,married,secondary,3520041,M
35032,0,yes,no,239,3,unknown,0,144,31,technician,single,secondary,3325520,F
35033,3383,yes,no,396,3,unknown,1,445,60,management,married,tertiary,2445620,F
35034,1,yes,no,250,2,unknown,0,428,38,technician,married,tertiary,4895548,F
35035,260,yes,no,167,3,failure,0,145,36,services,married,tertiary,4682264,M
35036,614,yes,no,322,2,failure,0,325,54,admin.,married,secondary,293402,M
35037,2576,yes,yes,136,3,failure,0,370,35,management,single,tertiary,2248123,F
35038,623,yes,no,97,2,unknown,0,310,35,blue-collar,married,primary,4135965,M
35039,828,yes,no,206,2,failure,0,216,37,admin.,married,tertiary,4944818,M
35040,634,yes,no,281,2,failure,0,211,36,technician,single,secondary,1938887,M
35041,3096,yes,no,62,4,failure,0,167,27,student,single,secondary,2763600,M
35042,355,yes,no,183,2,failure,0,308,35,entrepreneur,married,tertiary,824823,M
35043,3383,yes,no,487,2,unknown,0,395,33,management,married,tertiary,1156724,M
35044,372,yes,yes,155,1,unknown,0,153,33,management,single,tertiary,4001240,M
35045,313,yes,yes,311,3,failure,0,106,30,blue-collar,married,secondary,2099444,M
35046,638,yes,no,90,2,unknown,0,352,38,blue-collar,married,secondary,389054,M
35047,334,yes,no,402,2,unknown,0,336,52,management,single,tertiary,947898,F
35048,2470,yes,no,22,2,unknown,0,354,41,management,married,tertiary,4127638,M
35049,34,yes,no,350,2,failure,0,263,40,blue-collar,married,primary,2810374,M
35050,1187,yes,no,228,2,unknown,0,130,58,self-employed,married,secondary,4605690,F
35051,519,yes,no,175,1,unknown,0,136,33,admin.,married,secondary,2404974,M
35052,985,yes,no,267,2,unknown,0,252,26,admin.,single,secondary,2318222,F
35053,1114,yes,yes,133,1,unknown,0,212,37,blue-collar,married,secondary,785500,M
35054,432,yes,no,160,1,unknown,0,267,54,management,divorced,tertiary,3073227,M
35055,27,yes,no,192,1,unknown,0,250,34,services,divorced,secondary,1402984,F
35056,2,yes,no,103,3,failure,0,190,32,admin.,divorced,tertiary,947809,M
35057,3383,yes,no,643,1,failure,1,170,33,management,married,secondary,2312755,F
35058,1988,yes,no,88,1,failure,0,496,52,management,divorced,tertiary,3487383,F
35059,486,yes,no,422,1,failure,0,241,29,blue-collar,married,secondary,3434700,F
35060,1345,yes,no,74,6,failure,0,240,37,technician,married,secondary,2042715,M
35061,375,yes,yes,149,4,unknown,0,484,44,technician,married,secondary,946608,M
35062,51,yes,no,70,3,other,0,357,25,blue-collar,single,secondary,4628144,M
35063,346,yes,no,87,3,other,0,497,30,services,single,secondary,1557344,M
35064,3383,no,no,233,2,unknown,0,421,55,admin.,married,secondary,1313147,M
35065,25,yes,no,28,2,other,0,487,32,blue-collar,married,secondary,1953677,F
35066,1282,yes,no,346,3,other,0,445,30,admin.,single,secondary,4728703,M
35067,417,yes,yes,523,2,failure,0,190,28,blue-collar,married,tertiary,4684982,F
35068,0,yes,yes,172,4,unknown,0,271,34,admin.,single,primary,4447225,M
35069,285,yes,no,265,2,failure,0,470,26,unemployed,married,secondary,256185,F
35070,146,yes,yes,82,2,failure,0,225,37,technician,married,secondary,1804828,M
35071,343,yes,no,151,2,unknown,0,126,35,blue-collar,single,secondary,668785,M
35072,0,yes,no,239,2,unknown,0,133,30,blue-collar,married,primary,4054263,M
35073,6,yes,no,169,2,unknown,0,474,32,blue-collar,married,primary,944255,F
35074,13,yes,no,358,2,failure,0,200,41,blue-collar,married,primary,2583107,F
35075,147,yes,no,116,2,failure,0,474,46,blue-collar,married,primary,4100317,F
35076,429,yes,no,222,2,failure,0,400,40,management,married,tertiary,2706421,F
35077,1259,yes,no,379,2,failure,0,313,34,technician,single,secondary,3460897,F
35078,991,yes,no,643,3,unknown,1,331,35,management,married,tertiary,4713395,F
35079,2,yes,yes,593,2,failure,0,259,48,entrepreneur,divorced,secondary,1542988,M
35080,59,yes,yes,643,2,failure,1,447,31,management,single,tertiary,2024519,M
35081,327,yes,no,69,2,unknown,0,114,38,self-employed,married,tertiary,4598967,M
35082,326,yes,no,242,2,failure,0,192,40,services,single,secondary,3215159,M
35083,0,yes,no,307,2,unknown,0,329,34,services,single,secondary,2685131,M
35084,4,yes,no,544,4,unknown,0,313,36,blue-collar,married,secondary,4124201,M
35085,0,yes,no,320,3,unknown,0,155,26,blue-collar,married,secondary,231248,F
35086,166,yes,no,129,3,unknown,0,421,32,admin.,married,secondary,942673,F
35087,318,yes,no,102,2,failure,0,183,51,management,divorced,tertiary,1592868,F
35088,940,yes,yes,206,2,unknown,0,353,41,blue-collar,married,secondary,942450,M
35089,457,yes,no,270,4,failure,0,301,31,blue-collar,single,secondary,940589,F
35090,414,yes,no,643,3,unknown,0,198,31,services,married,secondary,940535,M
35091,0,yes,no,456,3,unknown,0,346,36,services,married,secondary,1575622,M
35092,427,yes,no,17,3,failure,0,456,38,management,single,tertiary,1297263,F
35093,0,yes,no,293,3,unknown,0,248,25,services,single,secondary,1612209,M
35094,47,yes,no,273,4,unknown,0,144,26,student,single,secondary,1266517,M
35095,49,yes,no,155,2,unknown,0,433,44,admin.,divorced,secondary,4496131,F
35096,741,yes,no,606,3,other,0,303,41,technician,married,secondary,4148801,M
35097,1407,yes,no,142,3,unknown,0,188,31,blue-collar,married,secondary,1800719,M
35098,1400,yes,no,309,3,failure,0,427,46,blue-collar,married,secondary,940105,M
35099,1147,yes,yes,232,2,failure,0,396,39,unemployed,married,primary,1877537,M
35100,100,yes,yes,152,4,failure,0,331,29,blue-collar,married,secondary,354590,M
35101,435,yes,no,437,4,failure,0,142,38,technician,single,secondary,1230109,M
35102,602,yes,no,373,4,unknown,0,358,20,student,single,secondary,2878302,M
35103,48,no,no,140,2,unknown,0,168,37,blue-collar,single,secondary,1805660,F
35104,0,yes,no,167,3,unknown,0,287,43,entrepreneur,married,secondary,3324014,M
35105,71,yes,no,91,3,unknown,0,277,53,blue-collar,married,secondary,939993,M
35106,705,yes,no,458,3,unknown,0,156,34,management,single,tertiary,3250240,F
35107,289,yes,no,284,3,unknown,0,459,43,blue-collar,married,primary,3177345,M
35108,777,yes,no,185,3,unknown,0,144,36,blue-collar,married,secondary,3655723,F
35109,1254,no,no,77,3,unknown,0,172,34,technician,married,secondary,1545131,M
35110,152,yes,no,467,2,unknown,0,372,36,management,married,tertiary,3133497,M
35111,2468,yes,no,187,8,unknown,0,408,35,technician,married,secondary,1747230,F
35112,6,yes,no,643,3,unknown,0,108,60,management,married,tertiary,384751,F
35113,1598,yes,yes,643,4,failure,1,469,40,management,married,tertiary,1237622,M
35114,2953,yes,no,97,2,unknown,0,234,35,blue-collar,married,primary,1346660,M
35115,400,yes,yes,362,2,failure,0,253,36,blue-collar,married,secondary,939845,F
35116,71,yes,no,165,2,unknown,0,446,30,blue-collar,married,secondary,939503,M
35117,440,yes,no,445,2,failure,0,251,34,technician,single,secondary,2989857,M
35118,0,yes,no,643,2,unknown,1,302,29,management,married,tertiary,3961812,M
35119,147,yes,no,151,2,unknown,0,374,39,technician,married,secondary,3612443,M
35120,802,yes,no,643,2,unknown,1,361,35,management,married,tertiary,918990,M
35121,275,yes,no,157,3,failure,0,343,35,technician,single,tertiary,1268963,F
35122,747,yes,no,22,6,unknown,0,484,46,technician,single,secondary,3482505,M
35123,2911,yes,yes,276,2,unknown,0,277,57,management,married,primary,1835746,M
35124,692,yes,yes,117,2,unknown,0,263,31,management,married,tertiary,939347,M
35125,148,yes,yes,232,2,failure,0,239,31,self-employed,single,secondary,2994380,F
35126,223,yes,no,268,1,failure,0,448,22,blue-collar,married,secondary,1807915,M
35127,206,yes,no,337,2,unknown,0,103,45,management,married,tertiary,939271,M
35128,115,no,no,643,2,unknown,0,295,25,student,single,secondary,1226744,M
35129,104,yes,no,606,3,unknown,1,387,38,management,single,tertiary,790434,M
35130,57,yes,yes,55,5,unknown,0,406,37,blue-collar,married,secondary,937310,M
35131,2111,yes,no,86,2,unknown,0,205,42,blue-collar,married,primary,4791621,F
35132,22,yes,no,28,2,failure,0,417,37,admin.,single,secondary,3906658,M
35133,122,yes,no,219,2,unknown,0,466,30,admin.,single,secondary,541762,F
35134,1304,yes,yes,183,3,unknown,0,434,39,self-employed,married,secondary,4571481,F
35135,254,yes,no,210,2,other,0,388,48,blue-collar,married,primary,936699,F
35136,3383,yes,no,25,5,failure,0,343,48,management,married,secondary,4840374,M
35137,151,yes,no,16,5,other,0,186,56,entrepreneur,divorced,tertiary,3233662,M
35138,505,yes,no,113,2,unknown,0,200,48,technician,married,secondary,230829,M
35139,1402,yes,no,343,3,other,0,184,32,blue-collar,single,secondary,2111735,M
35140,4,yes,yes,315,2,unknown,0,315,34,blue-collar,married,secondary,991758,M
35141,975,yes,no,186,2,failure,0,166,36,blue-collar,married,secondary,2089104,F
35142,0,yes,yes,175,4,unknown,0,442,34,blue-collar,married,secondary,941298,M
35143,502,yes,no,82,1,unknown,0,257,26,student,single,secondary,3570672,M
35144,29,yes,no,83,4,other,0,419,50,management,married,tertiary,2060340,F
35145,1209,yes,no,57,4,unknown,0,169,26,student,single,secondary,3009182,M
35146,0,yes,no,270,3,unknown,0,178,58,entrepreneur,divorced,secondary,3552374,M
35147,1700,yes,no,13,5,unknown,0,413,26,services,single,secondary,4239469,F
35148,92,yes,no,240,1,unknown,0,116,29,services,divorced,secondary,3705014,M
35149,199,yes,no,413,1,unknown,0,105,26,management,single,tertiary,4587765,M
35150,864,yes,no,643,3,failure,0,317,54,blue-collar,married,primary,934769,M
35151,3185,yes,yes,187,1,unknown,0,332,54,management,married,primary,3170668,M
35152,2777,yes,no,633,1,unknown,0,343,35,technician,divorced,secondary,366002,F
35153,2173,yes,yes,370,1,unknown,0,341,34,unemployed,married,secondary,4077748,M
35154,1780,yes,no,205,1,unknown,0,279,37,management,married,tertiary,3298652,M
35155,10,yes,no,51,1,failure,0,259,25,services,married,secondary,4981853,M
35156,253,yes,no,157,1,failure,0,480,31,self-employed,single,tertiary,976447,M
35157,2679,yes,no,195,1,unknown,0,150,34,management,single,tertiary,1971523,F
35158,0,yes,no,512,1,unknown,0,402,30,services,married,secondary,3170523,M
35159,701,yes,yes,531,3,unknown,0,367,35,blue-collar,married,secondary,934368,M
35160,0,yes,yes,263,1,unknown,0,206,53,blue-collar,married,primary,4512411,M
35161,559,yes,yes,98,1,failure,0,240,30,management,married,secondary,933083,F
35162,3383,yes,no,204,1,unknown,0,330,26,blue-collar,single,secondary,3530599,M
35163,448,yes,no,82,1,unknown,0,177,52,admin.,married,primary,3916282,M
35164,490,yes,no,31,1,failure,0,262,33,admin.,single,tertiary,3504384,M
35165,990,yes,yes,92,1,unknown,0,312,31,blue-collar,married,secondary,1148509,F
35166,0,yes,no,47,1,unknown,0,289,28,admin.,married,secondary,1428067,M
35167,2465,yes,yes,643,1,unknown,1,121,32,management,married,tertiary,4718349,F
35168,169,yes,no,22,11,unknown,0,227,32,technician,married,secondary,2192718,M
35169,2040,yes,no,149,1,failure,0,448,50,admin.,single,secondary,4209617,M
35170,23,yes,no,98,1,unknown,0,154,31,management,single,tertiary,4202284,F
35171,89,yes,no,62,6,failure,0,347,36,blue-collar,married,secondary,4875896,M
35172,504,yes,no,203,1,unknown,0,441,29,admin.,divorced,secondary,4809377,M
35173,1326,yes,no,643,1,unknown,0,196,31,blue-collar,married,secondary,3198226,F
35174,293,yes,yes,102,1,unknown,0,170,41,blue-collar,married,primary,2929410,M
35175,14,yes,no,241,1,unknown,0,196,24,services,single,secondary,2743517,M
35176,87,yes,no,27,1,failure,0,143,28,blue-collar,single,secondary,4763544,F
35177,171,yes,no,191,1,failure,0,244,34,management,single,tertiary,938388,M
35178,247,yes,no,203,1,unknown,0,374,24,blue-collar,married,primary,932172,M
35179,250,yes,yes,277,1,unknown,0,345,33,technician,divorced,secondary,4861711,F
35180,41,yes,no,449,1,other,0,144,32,management,single,tertiary,2424389,F
35181,887,yes,no,643,1,unknown,0,382,38,blue-collar,divorced,secondary,4622671,F
35182,1854,yes,no,45,1,failure,0,179,56,admin.,single,secondary,4036923,M
35183,968,yes,no,59,1,failure,0,190,39,management,single,tertiary,742767,M
35184,369,yes,no,224,1,unknown,0,146,38,services,married,secondary,579415,M
35185,874,yes,no,98,1,failure,0,312,31,management,single,tertiary,1826938,M
35186,2441,yes,yes,248,1,unknown,0,166,37,self-employed,single,tertiary,2972147,M
35187,194,yes,no,127,1,unknown,0,460,29,admin.,single,secondary,929657,M
35188,441,yes,no,189,2,other,0,490,51,management,married,secondary,2979701,F
35189,29,yes,no,549,1,unknown,0,173,33,management,married,tertiary,4458195,F
35190,343,yes,yes,104,1,failure,0,476,37,services,married,secondary,1296933,F
35191,245,yes,no,121,1,failure,0,476,27,blue-collar,married,secondary,1857258,M
35192,370,yes,no,261,1,failure,1,269,33,admin.,married,secondary,929087,F
35193,422,yes,no,103,1,failure,0,313,29,admin.,single,tertiary,3923425,M
35194,140,yes,no,348,1,unknown,0,265,25,entrepreneur,single,tertiary,4002054,M
35195,883,yes,no,333,1,failure,0,353,35,technician,married,secondary,1692190,F
35196,1629,yes,no,25,1,unknown,0,420,47,services,married,secondary,3695446,F
35197,400,yes,no,223,1,unknown,0,360,30,admin.,married,tertiary,4531860,M
35198,292,yes,no,381,1,other,0,188,30,blue-collar,divorced,secondary,4273538,M
35199,167,yes,no,84,1,other,0,495,53,self-employed,married,tertiary,1428156,F
35200,459,yes,no,623,1,success,1,170,31,services,divorced,primary,2135379,F
35201,3383,yes,no,131,1,other,0,451,30,technician,married,secondary,3806839,F
35202,131,yes,no,132,1,failure,0,311,34,blue-collar,divorced,secondary,926259,M
35203,471,yes,no,104,1,failure,0,144,56,blue-collar,married,secondary,4086528,F
35204,0,yes,no,19,1,failure,0,237,35,blue-collar,married,secondary,2836498,M
35205,44,yes,yes,366,1,failure,0,383,35,technician,divorced,secondary,2628515,M
35206,544,yes,no,187,1,unknown,0,143,43,admin.,married,secondary,3678417,M
35207,1495,yes,no,50,1,unknown,0,458,34,management,married,tertiary,3003106,M
35208,322,yes,no,201,1,unknown,0,169,40,blue-collar,single,secondary,1492049,M
35209,2607,no,no,63,1,other,0,318,34,management,single,tertiary,4204347,F
35210,4,yes,no,171,2,unknown,0,333,40,services,divorced,primary,544133,M
35211,24,yes,no,183,4,other,0,209,43,admin.,married,secondary,2867399,F
35212,58,yes,no,113,1,other,0,376,27,services,married,secondary,1968342,M
35213,300,yes,no,329,1,success,0,241,54,management,divorced,secondary,849445,M
35214,1646,yes,no,317,2,unknown,0,230,33,services,single,secondary,4175477,M
35215,69,no,no,95,1,other,0,367,32,technician,single,tertiary,1390038,M
35216,514,yes,yes,138,1,failure,0,288,32,technician,single,tertiary,2325413,F
35217,381,yes,no,643,1,unknown,0,196,33,blue-collar,single,secondary,2788427,M
35218,295,yes,no,556,1,unknown,0,479,26,blue-collar,divorced,secondary,925630,F
35219,260,yes,no,49,1,unknown,0,358,36,management,single,tertiary,221240,F
35220,49,no,no,393,1,failure,0,268,34,technician,single,secondary,865197,F
35221,426,yes,yes,383,1,other,0,153,32,services,married,secondary,2533154,M
35222,641,yes,no,334,1,unknown,0,255,37,management,divorced,tertiary,986935,M
35223,222,yes,no,455,1,unknown,0,282,30,admin.,single,secondary,222663,M
35224,1291,yes,no,223,1,failure,0,149,32,blue-collar,single,secondary,4684923,M
35225,806,yes,yes,141,8,other,0,206,50,entrepreneur,married,secondary,1686392,M
35226,114,yes,no,457,1,unknown,1,399,26,management,single,tertiary,361668,M
35227,396,yes,no,327,4,unknown,0,152,36,management,married,secondary,474530,M
35228,959,yes,no,375,1,unknown,0,415,30,blue-collar,single,secondary,2738475,M
35229,219,yes,no,101,1,unknown,0,373,39,blue-collar,married,secondary,923124,M
35230,1461,yes,no,643,2,failure,1,271,42,blue-collar,married,primary,2930738,M
35231,94,yes,no,46,1,unknown,0,274,34,management,divorced,tertiary,3850791,F
35232,178,yes,no,184,1,failure,0,113,38,technician,single,tertiary,1231003,M
35233,211,yes,no,146,1,failure,0,399,27,technician,single,secondary,922692,M
35234,134,yes,no,378,1,unknown,0,339,44,blue-collar,married,primary,4046260,M
35235,673,yes,no,429,1,other,0,388,38,admin.,divorced,secondary,3902783,F
35236,129,yes,no,213,1,unknown,0,116,32,technician,single,secondary,247654,F
35237,900,yes,no,155,1,failure,0,284,37,management,married,tertiary,4012276,M
35238,3383,yes,no,130,1,unknown,0,205,38,blue-collar,single,secondary,2502634,F
35239,544,yes,no,155,1,unknown,0,308,33,self-employed,single,tertiary,271600,F
35240,1210,yes,yes,107,1,failure,0,136,32,technician,single,secondary,2138478,M
35241,164,no,no,87,1,unknown,0,232,40,entrepreneur,married,tertiary,922469,M
35242,1033,yes,no,177,1,failure,0,494,45,management,married,tertiary,3475410,M
35243,251,yes,no,643,1,unknown,0,232,28,blue-collar,married,secondary,699779,F
35244,1147,yes,yes,29,1,unknown,0,330,35,blue-collar,single,primary,3398886,F
35245,38,yes,no,48,1,unknown,0,332,34,services,single,secondary,922232,M
35246,3383,yes,no,345,1,unknown,0,477,24,blue-collar,single,secondary,827299,M
35247,3383,yes,no,149,1,failure,0,107,28,services,single,secondary,3808516,F
35248,177,yes,yes,193,1,unknown,0,204,35,blue-collar,single,secondary,921901,M
35249,280,yes,no,252,1,failure,0,383,36,entrepreneur,married,tertiary,3967355,M
35250,733,yes,no,69,1,failure,0,122,41,management,married,primary,4012931,M
35251,3383,yes,no,198,1,failure,0,465,41,services,single,primary,2724643,F
35252,0,yes,yes,63,1,failure,0,256,36,admin.,single,secondary,2193326,F
35253,679,yes,yes,172,1,failure,0,172,36,management,single,tertiary,919703,M
35254,259,yes,no,47,1,unknown,0,167,31,self-employed,married,tertiary,1779692,F
35255,178,yes,no,83,1,unknown,0,269,40,admin.,single,secondary,4560648,M
35256,461,yes,no,462,1,unknown,0,488,31,blue-collar,single,secondary,3069034,M
35257,3383,yes,no,397,1,failure,0,180,45,entrepreneur,married,tertiary,3459504,M
35258,324,yes,no,229,2,unknown,0,122,58,retired,married,secondary,918608,F
35259,475,yes,no,643,1,unknown,1,277,33,admin.,single,tertiary,2162321,F
35260,3,yes,no,643,1,failure,0,190,39,management,married,tertiary,4490028,M
35261,494,yes,no,159,1,failure,0,377,33,blue-collar,married,primary,1053253,M
35262,187,yes,no,56,1,failure,0,477,30,admin.,married,secondary,4532441,F
35263,714,yes,no,609,1,unknown,0,247,47,management,single,tertiary,3561047,F
35264,1435,yes,no,643,1,unknown,1,262,42,management,married,tertiary,1357037,M
35265,30,yes,no,133,1,unknown,0,244,48,admin.,married,secondary,917895,M
35266,0,yes,no,502,1,failure,0,180,39,blue-collar,married,secondary,3101776,M
35267,32,yes,no,162,1,unknown,0,270,41,technician,single,secondary,1769006,M
35268,4,yes,no,643,2,failure,1,196,36,management,single,tertiary,4080061,M
35269,1618,yes,yes,542,1,unknown,1,235,35,management,single,tertiary,2335186,F
35270,544,yes,no,91,1,failure,0,400,35,services,single,secondary,4809420,F
35271,905,yes,yes,245,1,unknown,0,163,27,technician,single,secondary,3414093,F
35272,3383,yes,no,40,1,unknown,0,122,39,management,single,tertiary,1580182,F
35273,57,yes,no,234,1,failure,0,192,44,blue-collar,divorced,primary,916862,M
35274,786,yes,no,126,1,unknown,0,454,38,entrepreneur,married,primary,914915,F
35275,428,yes,no,93,1,failure,0,345,32,blue-collar,married,secondary,1237719,M
35276,1490,yes,yes,219,1,unknown,0,175,34,technician,married,secondary,914540,M
35277,39,yes,no,128,1,unknown,0,132,32,blue-collar,married,primary,1739127,F
35278,271,yes,no,609,1,success,1,433,30,services,single,secondary,912879,M
35279,2179,yes,yes,217,1,other,0,490,33,entrepreneur,married,tertiary,1242705,M
35280,358,yes,no,302,1,failure,0,378,33,services,single,secondary,2129609,M
35281,2,yes,no,223,1,unknown,0,399,26,blue-collar,single,secondary,4419742,F
35282,3383,yes,no,643,1,unknown,0,181,31,blue-collar,single,secondary,1086458,M
35283,271,yes,no,406,1,unknown,0,171,39,entrepreneur,divorced,secondary,912037,F
35284,152,yes,no,36,3,unknown,0,124,55,blue-collar,divorced,secondary,909728,F
35285,64,yes,no,16,1,unknown,0,109,21,technician,single,secondary,4358681,F
35286,502,yes,no,551,1,failure,0,354,37,management,married,tertiary,3124741,M
35287,3383,yes,no,158,1,failure,0,256,23,technician,single,secondary,1381919,M
35288,61,yes,yes,278,1,other,0,465,24,admin.,married,secondary,433644,F
35289,3383,yes,no,192,1,failure,0,257,41,blue-collar,married,primary,2643991,F
35290,138,no,no,143,1,failure,0,470,58,retired,married,tertiary,2000643,F
35291,145,yes,yes,273,1,unknown,0,408,32,blue-collar,married,primary,909309,M
35292,1052,yes,no,147,1,failure,0,463,58,management,married,primary,221588,F
35293,392,yes,no,346,1,unknown,0,170,25,blue-collar,single,secondary,909102,F
35294,3383,yes,no,272,1,unknown,0,432,36,entrepreneur,married,tertiary,2225730,M
35295,0,yes,no,282,1,unknown,0,379,25,services,single,secondary,4655511,M
35296,1363,yes,yes,60,4,unknown,0,213,46,management,married,secondary,2909513,F
35297,3383,yes,no,50,1,failure,0,411,47,services,married,secondary,2271758,M
35298,29,yes,no,86,1,failure,0,166,45,technician,single,secondary,3306817,F
35299,1763,yes,no,163,2,unknown,0,243,32,services,single,tertiary,3926458,M
35300,77,yes,no,229,1,unknown,0,195,31,technician,single,secondary,1619618,M
35301,520,yes,no,236,1,unknown,0,288,25,student,single,secondary,2916683,M
35302,6,yes,no,109,1,failure,0,367,54,technician,married,secondary,3236141,M
35303,14,yes,no,72,1,unknown,0,458,39,technician,single,secondary,1114661,M
35304,78,yes,no,122,1,failure,0,311,44,technician,married,secondary,1542024,F
35305,1882,no,no,529,2,unknown,0,295,31,blue-collar,single,secondary,1296968,F
35306,2166,yes,yes,574,1,unknown,1,400,59,admin.,single,secondary,2239046,M
35307,913,yes,no,213,1,failure,0,155,53,blue-collar,married,secondary,3862631,M
35308,168,yes,no,128,1,unknown,0,246,28,services,single,secondary,796122,F
35309,3383,yes,no,643,4,unknown,1,468,44,blue-collar,married,primary,3939280,M
35310,475,yes,no,168,3,failure,0,365,39,technician,married,secondary,904629,M
35311,599,yes,no,31,1,unknown,0,366,59,retired,married,secondary,215402,M
35312,228,yes,no,72,1,unknown,0,450,51,entrepreneur,married,tertiary,4021216,M
35313,0,yes,no,199,1,failure,0,409,54,management,divorced,tertiary,742449,M
35314,2469,yes,no,232,1,unknown,0,469,37,blue-collar,single,secondary,1343433,M
35315,3383,yes,yes,279,1,other,0,113,53,management,married,tertiary,3461651,M
35316,779,yes,no,282,1,failure,0,421,57,management,married,tertiary,438845,M
35317,322,yes,no,63,1,unknown,0,177,60,blue-collar,married,secondary,3054900,F
35318,6,yes,no,282,1,unknown,0,360,51,services,married,secondary,1538145,F
35319,670,yes,no,391,1,unknown,0,232,51,retired,married,primary,1511178,M
35320,477,yes,no,643,1,failure,0,264,47,technician,divorced,tertiary,4128052,F
35321,1072,yes,no,199,1,unknown,0,162,41,management,married,tertiary,3177580,M
